,PUBID,REGION,CENDIV,SQFT,PBA,YRCON,FREESTN,NELVTR,NESLTR,GLSSPC,OPEN24,WKHRS,NWKER,OPNWE,ONEACT,RFGEQP,ELHT1,ELCOOL,ELWATR,ELCOOK,ELMANU,ELCNS,YEAR,PBA_Detail
2195,2625,4,9,40000,2,1988,1.0,4.0,1.0,,2.0,50.0,75.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,732189.0,2003,Food sales
2196,2626,3,7,2500,25,1955,1.0,1.0,0.0,,2.0,80.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,28547.0,2003,Public assembly
2197,2627,3,5,12750,5,1946,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2003,Office
2198,2628,3,5,9100,12,1972,1.0,1.0,0.0,,2.0,25.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,52980.0,2003,Office
2199,2629,1,1,17000,26,1927,1.0,2.0,0.0,,2.0,71.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,121604.0,2003,Public assembly
2200,2630,2,4,2950,15,1976,,0.0,1.0,,2.0,110.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,193825.0,2003,Public assembly
2201,2631,1,1,14500,2,1916,1.0,2.0,0.0,,2.0,50.0,40.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,116299.0,2003,Office
2202,2632,2,3,21750,14,1890,1.0,2.0,0.0,,2.0,40.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,29140.0,2003,Retail other than mall
2203,2633,3,7,1500,12,1934,1.0,2.0,0.0,,2.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10178.0,2003,Office
2204,2634,1,1,12000,25,1910,1.0,2.0,0.0,,2.0,52.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,22086.0,2003,Food service
2205,2635,4,9,1600000,24,1980,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,29532553.0,2003,Lodging
2206,2636,3,5,1500,26,1971,1.0,2.0,0.0,,2.0,98.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,32559.0,2003,Retail other than mall
2207,2637,1,2,28500,23,1930,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,696851.0,2003,Retail other than mall
2208,2638,3,5,295000,2,1985,1.0,2.0,4.0,,1.0,168.0,300.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,9787617.0,2003,Education
2209,2639,4,8,8500,5,1970,1.0,1.0,0.0,,2.0,60.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5416.0,2003,Office
2210,2640,2,3,32000,2,1995,1.0,1.0,0.0,,2.0,55.0,50.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,537461.0,2003,Public order and safety
2211,2641,4,9,1400,14,1949,1.0,2.0,0.0,,2.0,40.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,16017.0,2003,Nonrefrigerated warehouse
2212,2642,1,2,275000,2,1932,1.0,2.0,15.0,1.0,1.0,168.0,900.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5685343.0,2003,Inpatient health care
2213,2643,4,9,95000,25,1973,1.0,1.0,0.0,,2.0,98.0,25.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2792750.0,2003,Education
2214,2644,2,3,2200,26,1920,,0.0,0.0,,2.0,48.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,16804.0,2003,Education
2215,2645,4,9,1100,2,1960,1.0,1.0,0.0,,2.0,45.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,62092.0,2003,Retail other than mall
2216,2646,3,5,81000,14,2000,1.0,1.0,1.0,,2.0,84.0,65.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1376152.0,2003,Lodging
2217,2647,3,5,93000,17,1965,1.0,3.0,3.0,,1.0,168.0,174.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1542600.0,2003,Food service
2218,2649,2,3,5600,23,1960,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,167812.0,2003,Vacant
2219,2650,1,2,55000,14,1954,1.0,2.0,0.0,,2.0,55.0,45.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,349176.0,2003,Food service
2220,2651,3,5,1800,15,1999,1.0,3.0,0.0,,2.0,70.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,130221.0,2003,Retail other than mall
2221,2652,3,5,10250,26,1981,1.0,1.0,0.0,,2.0,40.0,25.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,47315.0,2003,Religious worship
2222,2653,2,3,57000,14,1920,1.0,2.0,1.0,,2.0,45.0,32.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,320720.0,2003,Strip shopping mall
2223,2654,4,9,34000,23,1976,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,791746.0,2003,Education
2224,2656,1,2,8000,25,1974,1.0,1.0,0.0,,2.0,40.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,6522.0,2003,Service
2225,2657,2,3,215000,18,1872,1.0,3.0,5.0,,1.0,168.0,48.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1322754.0,2003,Retail other than mall
2226,2658,2,4,122000,2,1999,1.0,3.0,3.0,,2.0,60.0,300.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2846759.0,2003,Food service
2227,2659,4,8,15750,2,1975,1.0,3.0,0.0,,2.0,40.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,205140.0,2003,Outpatient health care
2228,2660,3,5,2500,5,1920,1.0,1.0,0.0,,2.0,40.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,11007.0,2003,Outpatient health care
2229,2661,2,4,3600,5,2000,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2003,Public assembly
2230,2662,4,9,255000,2,1990,1.0,2.0,6.0,,2.0,60.0,700.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4327148.0,2003,Religious worship
2231,2663,2,3,450000,2,1937,1.0,2.0,8.0,,1.0,168.0,1050.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,12557629.0,2003,Inpatient health care
2232,2664,3,5,700000,16,1971,1.0,3.0,19.0,,1.0,168.0,1200.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,27944242.0,2003,Vacant
2233,2665,2,4,2000,2,1999,,0.0,0.0,,2.0,40.0,16.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,76304.0,2003,Education
2234,2666,2,3,2000,12,1890,1.0,3.0,0.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,7684.0,2003,Nursing
2235,2668,2,3,1800,6,1990,1.0,2.0,0.0,,1.0,168.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,71095.0,2003,Outpatient health care
2236,2669,4,9,100000,25,1991,1.0,1.0,0.0,,2.0,80.0,25.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,552499.0,2003,Service
2237,2671,2,3,18000,26,1945,1.0,1.0,0.0,,2.0,45.0,13.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,44927.0,2003,Education
2238,2672,1,2,10000,26,1969,1.0,2.0,0.0,,2.0,105.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,81937.0,2003,Nonrefrigerated warehouse
2239,2673,2,3,36500,17,1970,1.0,2.0,0.0,,1.0,168.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,592311.0,2003,Inpatient health care
2240,2675,2,4,52000,91,1982,1.0,1.0,0.0,,2.0,60.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,152156.0,2003,Office
2241,2677,2,3,10000,8,1955,,0.0,0.0,,2.0,60.0,25.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,147465.0,2003,Office
2242,2678,3,6,2000,15,1991,1.0,1.0,0.0,,2.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,19072.0,2003,Strip shopping mall
2243,2679,3,6,5000,6,1970,1.0,2.0,0.0,,2.0,120.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,195279.0,2003,Public assembly
2244,2680,3,5,120000,14,1974,1.0,1.0,1.0,,2.0,35.0,35.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,753442.0,2003,Religious worship
2245,2681,1,1,3600,13,1880,1.0,1.0,0.0,,2.0,8.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3780.0,2003,Service
2246,2682,2,3,12000,12,1869,1.0,2.0,0.0,,2.0,29.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,73335.0,2003,Inpatient health care
2247,2683,3,7,1500000,2,1983,,0.0,27.0,,2.0,55.0,1781.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,9937094.0,2003,Food service
2248,2684,4,9,73000,2,1986,1.0,3.0,2.0,,2.0,55.0,110.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1523520.0,2003,Religious worship
2249,2685,4,9,15500,14,1977,1.0,2.0,0.0,,2.0,60.0,20.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,324544.0,2003,Inpatient health care
2250,2687,1,2,18000,25,1953,1.0,1.0,0.0,,2.0,82.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,396880.0,2003,Office
2251,2688,1,2,6100,25,1920,1.0,1.0,0.0,,2.0,60.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,85763.0,2003,Nonrefrigerated warehouse
2252,2689,4,8,106000,25,1960,1.0,1.0,0.0,,1.0,168.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6446070.0,2003,Nonrefrigerated warehouse
2253,2690,3,7,200000,5,1974,1.0,1.0,0.0,,2.0,60.0,16.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,433200.0,2003,Nonrefrigerated warehouse
2254,2691,4,9,3800,2,1960,1.0,1.0,0.0,,2.0,40.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4187.0,2003,Education
2255,2692,3,5,2400,2,1992,1.0,2.0,0.0,,2.0,40.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,14938.0,2003,Food service
2256,2693,3,5,13000,5,1986,1.0,1.0,0.0,,2.0,50.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,124984.0,2003,Nonrefrigerated warehouse
2257,2694,2,4,3500,15,1950,,0.0,0.0,,2.0,100.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,94170.0,2003,Religious worship
2258,2695,2,4,1000000,24,1972,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,17192501.0,2003,Education
2259,2696,2,3,26500,12,1960,1.0,1.0,0.0,,2.0,33.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,73968.0,2003,Nonrefrigerated warehouse
2260,2697,2,3,1500,2,1950,1.0,3.0,0.0,,2.0,50.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,18451.0,2003,Lodging
2261,2698,2,4,12500,13,1980,1.0,2.0,0.0,,2.0,40.0,15.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,140036.0,2003,Office
2262,2699,3,6,45000,2,1920,,0.0,0.0,,2.0,73.0,108.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,648421.0,2003,Public assembly
2263,2700,4,9,1500,2,1920,1.0,2.0,0.0,,2.0,54.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,17731.0,2003,Service
2264,2704,4,9,13500,2,2000,1.0,1.0,0.0,,2.0,55.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,244103.0,2003,Education
2265,2705,4,8,19250,23,1976,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,548957.0,2003,Lodging
2266,2706,2,3,40000,17,1970,1.0,3.0,2.0,,1.0,168.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,932882.0,2003,Nonrefrigerated warehouse
2267,2707,1,2,280000,16,1972,1.0,3.0,7.0,,1.0,168.0,1400.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9001219.0,2003,Inpatient health care
2268,2708,4,8,28000,2,1937,1.0,2.0,0.0,,2.0,45.0,65.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,322383.0,2003,Education
2269,2709,2,3,46500,23,1996,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,123343.0,2003,Retail other than mall
2270,2710,2,3,45000,12,1974,1.0,2.0,0.0,,2.0,50.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,79348.0,2003,Food service
2271,2711,3,5,26000,8,1998,1.0,2.0,1.0,,2.0,60.0,55.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,621132.0,2003,Food service
2272,2712,3,7,1550,14,1994,1.0,1.0,0.0,,2.0,40.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,21685.0,2003,Nonrefrigerated warehouse
2273,2713,3,5,1500000,24,1996,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,37089225.0,2003,Public order and safety
2274,2714,4,8,7000,15,1979,1.0,2.0,0.0,,2.0,45.0,10.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,33918.0,2003,Service
2275,2715,4,9,152000,1,2001,1.0,3.0,3.0,,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,182199.0,2003,Education
2276,2716,2,3,225000,2,1940,1.0,1.0,2.0,,2.0,40.0,50.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2273266.0,2003,Public assembly
2277,2717,2,4,2200,2,1900,,0.0,0.0,,2.0,46.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,12832.0,2003,Public order and safety
2278,2718,2,3,33000,14,1958,1.0,3.0,0.0,,2.0,57.0,30.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,156383.0,2003,Office
2279,2719,2,4,90000,14,1978,1.0,1.0,0.0,,2.0,10.0,40.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,530489.0,2003,Retail other than mall
2280,2720,2,3,2100,5,1980,,0.0,0.0,,2.0,45.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,7898.0,2003,Lodging
2281,2721,1,2,60000,5,1988,1.0,2.0,0.0,,2.0,60.0,70.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,699416.0,2003,Outpatient health care
2282,2722,1,2,47500,14,1950,1.0,1.0,2.0,,2.0,45.0,81.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,294397.0,2003,Service
2283,2723,3,6,30000,18,1998,1.0,3.0,1.0,,1.0,168.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,442645.0,2003,Education
2284,2724,4,9,1450,5,1976,1.0,1.0,0.0,,2.0,66.0,1.0,1.0,1.0,,,,,,,,2003,Retail other than mall
2285,2726,3,5,1500000,2,1932,1.0,3.0,23.0,,2.0,50.0,2239.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,18614484.0,2003,Food service
2286,2727,1,1,196000,4,1910,1.0,4.0,6.0,,1.0,168.0,350.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,6591196.0,2003,Public assembly
2287,2728,4,9,205000,16,1933,1.0,2.0,5.0,,1.0,168.0,410.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4239508.0,2003,Religious worship
2288,2729,3,7,8000,13,1980,1.0,1.0,0.0,,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,58697.0,2003,Office
2289,2730,3,5,14500,14,1964,1.0,2.0,0.0,,2.0,50.0,35.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,193346.0,2003,Office
2290,2731,3,5,8000,13,1976,1.0,1.0,0.0,,2.0,45.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,76851.0,2003,Office
2291,2732,3,7,57000,23,1975,,0.0,0.0,,,,,,,,2.0,1.0,2.0,,,1708033.0,2003,Strip shopping mall
2292,2733,4,9,13500,23,1989,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,257766.0,2003,Nonrefrigerated warehouse
2293,2734,1,2,390000,16,1930,,0.0,9.0,,1.0,168.0,300.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,6016085.0,2003,Retail other than mall
2294,2735,1,2,114000,8,1970,1.0,2.0,2.0,,2.0,60.0,100.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1854313.0,2003,Nonrefrigerated warehouse
2295,2736,2,4,21000,18,1989,1.0,1.0,0.0,,1.0,168.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,154128.0,2003,Strip shopping mall
2296,2737,4,8,2150,2,1958,,0.0,0.0,,2.0,40.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,68052.0,2003,Other
2297,2738,2,3,21000,18,1997,1.0,2.0,1.0,,1.0,168.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,237715.0,2003,Office
2298,2740,1,1,66000,2,1980,1.0,3.0,2.0,,2.0,50.0,125.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,912500.0,2003,Office
2299,2742,1,2,700000,2,1950,1.0,2.0,12.0,,2.0,40.0,300.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,12861988.0,2003,Service
2300,2743,4,9,420000,14,1930,1.0,2.0,3.0,,2.0,85.0,290.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3767526.0,2003,Service
2301,2744,3,7,58000,23,1975,,0.0,0.0,,,,,,,,1.0,1.0,2.0,,,1845237.0,2003,Office
2302,2745,3,7,19500,5,1952,1.0,1.0,0.0,,2.0,40.0,9.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,56774.0,2003,Retail other than mall
2303,2746,3,7,19000,12,2003,1.0,1.0,1.0,,2.0,54.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,216593.0,2003,Nonrefrigerated warehouse
2304,2747,4,9,3850,15,1978,1.0,3.0,0.0,,2.0,70.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,156323.0,2003,Office
2305,2748,3,7,120000,2,1981,1.0,5.0,3.0,,2.0,95.0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2996857.0,2003,Nonrefrigerated warehouse
2306,2750,2,3,16000,12,1987,1.0,1.0,0.0,,2.0,40.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,86068.0,2003,Lodging
2307,2752,3,6,4200,15,1988,1.0,2.0,0.0,,2.0,48.0,9.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,172970.0,2003,Nonrefrigerated warehouse
2308,2753,3,5,1500000,2,1969,1.0,2.0,30.0,8.0,2.0,70.0,3500.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,24721068.0,2003,Office
2309,2754,3,5,2800,7,1989,1.0,2.0,0.0,,1.0,168.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,31537.0,2003,Public order and safety
2310,2755,2,3,11000,12,2002,1.0,1.0,0.0,,2.0,14.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,19909.0,2003,Office
2311,2756,2,3,6000,5,1952,1.0,2.0,0.0,,2.0,60.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,37418.0,2003,Outpatient health care
2312,2757,3,7,8000,5,1945,1.0,1.0,0.0,,2.0,0.0,0.0,2.0,1.0,,,,,,,,2003,Public assembly
2313,2758,3,5,33000,14,1941,1.0,3.0,0.0,,2.0,55.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,205830.0,2003,Service
2314,2761,2,3,2650,6,1998,1.0,2.0,0.0,,1.0,168.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,127327.0,2003,Nonrefrigerated warehouse
2315,2762,4,8,4700,5,1958,1.0,2.0,0.0,,2.0,24.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5888.0,2003,Retail other than mall
2316,2763,1,2,120000,7,1963,1.0,3.0,5.0,,1.0,168.0,200.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2616569.0,2003,Service
2317,2764,4,9,21000,2,1968,1.0,4.0,2.0,,2.0,50.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,462327.0,2003,Office
2318,2767,4,9,1500,5,1984,1.0,1.0,0.0,,2.0,47.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5199.0,2003,Public order and safety
2319,2769,3,6,2100,2,1964,1.0,1.0,0.0,,2.0,42.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,9269.0,2003,Nonrefrigerated warehouse
2320,2770,2,3,140000,25,1971,1.0,1.0,0.0,,2.0,84.0,40.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1385661.0,2003,Lodging
2321,2771,1,1,17250,14,1956,1.0,4.0,0.0,,2.0,40.0,38.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,98377.0,2003,Office
2322,2772,2,4,7600,14,1962,1.0,4.0,0.0,,2.0,40.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,70016.0,2003,Public assembly
2323,2773,2,4,340000,16,1992,1.0,2.0,13.0,,1.0,168.0,970.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,10756407.0,2003,Education
2324,2774,1,1,6000,7,1970,1.0,1.0,0.0,,1.0,168.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,31856.0,2003,Service
2325,2775,3,5,4000,14,1988,1.0,1.0,0.0,,2.0,50.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,43524.0,2003,Inpatient health care
2326,2776,4,8,19250,6,1975,1.0,1.0,0.0,,2.0,62.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,225469.0,2003,Nonrefrigerated warehouse
2327,2777,3,7,4950,15,1999,1.0,3.0,0.0,,2.0,60.0,12.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,345851.0,2003,Education
2328,2778,2,4,1350,18,1980,1.0,3.0,0.0,,1.0,168.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,43405.0,2003,Food service
2329,2779,3,5,4000,26,1997,1.0,1.0,0.0,,2.0,51.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,13896.0,2003,Food sales
2330,2780,2,3,24000,12,1984,1.0,1.0,0.0,,2.0,46.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,106689.0,2003,Vacant
2331,2781,1,2,320000,2,1950,1.0,2.0,7.0,,1.0,168.0,400.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,13690379.0,2003,Office
2332,2782,2,4,9600,6,1998,1.0,2.0,0.0,,2.0,70.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,181760.0,2003,Retail other than mall
2333,2783,2,4,4300,7,1996,1.0,1.0,0.0,,1.0,168.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,30725.0,2003,Religious worship
2334,2784,2,3,205000,2,1987,1.0,4.0,4.0,,2.0,59.0,543.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7996099.0,2003,Food sales
2335,2785,3,5,9100,12,1991,1.0,3.0,0.0,,2.0,25.0,20.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,30110.0,2003,Public assembly
2336,2786,3,5,116000,25,1974,1.0,1.0,0.0,,2.0,107.0,68.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3622033.0,2003,Strip shopping mall
2337,2787,3,7,4400,2,2002,1.0,4.0,0.0,,2.0,48.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,143942.0,2003,Nonrefrigerated warehouse
2338,2788,4,9,10001,8,1979,1.0,1.0,0.0,,1.0,168.0,48.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,399098.0,2003,Strip shopping mall
2339,2789,2,3,110000,26,1970,1.0,3.0,1.0,,1.0,168.0,125.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3620387.0,2003,Office
2340,2791,4,9,14250,13,1949,1.0,2.0,0.0,,2.0,76.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,112678.0,2003,Office
2341,2792,3,5,1150,13,1966,1.0,2.0,0.0,,2.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4913.0,2003,Office
2342,2795,3,5,5900,25,1924,1.0,2.0,0.0,,2.0,50.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,32586.0,2003,Education
2343,2796,3,7,81000,23,1981,,0.0,0.0,,,,,,,,1.0,1.0,1.0,,,2956170.0,2003,Retail other than mall
2344,2797,3,7,34500,2,1984,1.0,2.0,1.0,,2.0,40.0,88.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,572030.0,2003,Religious worship
2345,2798,3,7,54000,25,1998,1.0,1.0,0.0,,2.0,79.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1346657.0,2003,Inpatient health care
2346,2802,3,7,36000,2,1999,1.0,1.0,0.0,,2.0,55.0,23.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,450087.0,2003,Religious worship
2347,2803,1,2,18000,2,1940,,0.0,1.0,,2.0,80.0,16.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,203693.0,2003,Vacant
2348,2804,3,5,4350,23,1970,,0.0,0.0,,,,,,,,2.0,1.0,1.0,,,53725.0,2003,Office
2349,2805,3,5,13250,13,1971,1.0,1.0,0.0,,2.0,60.0,10.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,387724.0,2003,Food sales
2350,2806,4,9,18250,13,1978,1.0,2.0,0.0,,2.0,25.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,98297.0,2003,Office
2351,2807,3,7,81000,14,1939,1.0,2.0,0.0,,2.0,48.0,20.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1296950.0,2003,Public assembly
2352,2808,2,3,14000,25,1978,1.0,1.0,0.0,,2.0,60.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,84945.0,2003,Food service
2353,2809,4,8,450000,16,1984,1.0,3.0,8.0,,1.0,168.0,900.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,9784808.0,2003,Office
2354,2810,4,8,8200,13,1921,1.0,1.0,0.0,,2.0,84.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,80812.0,2003,Education
